1.00E-06	1.00E-06	22383.8895194109	0.358142232310575
2.00E-06	1.00E-06	22342.2798358788	0.357476477374061
3.00E-06	1.00E-06	22300.9037449778	0.356814459919645
4.00E-06	1.00E-06	22259.7591780891	0.356156146849426
5.00E-06	1.00E-06	22218.8440913934	0.355501505462294
6.00E-06	1.00E-06	22178.1564657609	0.354850503452175
7.00E-06	1.00E-06	22137.6943055144	0.354203108888231
8.00E-06	1.00E-06	22097.4556392046	0.353559290227274
9.00E-06	1.00E-06	22057.438518491	0.352919016295855
1.00E-05	1.00E-06	22017.6410180506	0.35228225628881
2.00E-05	1.00E-06	21631.3373197714	0.346101397116342
3.00E-05	1.00E-06	21265.0360550625	0.340240576881
4.00E-05	1.00E-06	20917.1430325784	0.334674288521254
5.00E-05	1.00E-06	20586.231962888	0.329379711406208
6.00E-05	1.00E-06	20271.0227934554	0.324336364695287
7.00E-05	1.00E-06	19970.3633202273	0.319525813123638
8.00E-05	1.00E-06	19683.2135126939	0.314931416203102
9.00E-05	1.00E-06	19408.6320945028	0.310538113512045
0.0001	1.00E-06	19145.7650112023	0.306332240179237
0.0002	1.00E-06	17019.336965452	0.272309391447233
0.0003	1.00E-06	15510.7634677124	0.248172215483398
0.0004	1.00E-06	14375.391557104	0.230006264913664
0.0005	1.00E-06	13484.6458493204	0.215754333589127
0.0006	1.00E-06	12764.0172941572	0.204224276706515
0.0007	1.00E-06	12167.1006579391	0.194673610527026
0.0008	1.00E-06	11663.3485695495	0.186613577112793
0.0009	1.00E-06	11231.7510410787	0.179708016657259
0.001	1.00E-06	10857.3345150608	0.173717352240973
0.002	1.00E-06	8737.31348509465	0.139797015761514
0.003	1.00E-06	7817.23694543627	0.12507579112698
0.004	1.00E-06	7317.47416292	0.11707958660672
0.005	1.00E-06	7017.62027642519	0.112281924422803
0.006	1.00E-06	6829.15455891253	0.1092664729426
0.007	1.00E-06	6709.13876343797	0.107346220215008
0.008	1.00E-06	6634.08451079943	0.106145352172791
0.009	1.00E-06	6590.0189943167	0.105440303909067
0.01	1.00E-06	6568.09830301701	0.105089572848272
0.02	1.00E-06	6833.00171130822	0.109328027380931
0.03	1.00E-06	7318.32098597143	0.117093135775543
0.04	1.00E-06	7813.81339860735	0.125021014377718
0.05	1.00E-06	8286.97127655817	0.132591540424931
0.06	1.00E-06	8732.79061762985	0.139724649882078
0.07	1.00E-06	9152.39707013304	0.146438353122129
0.08	1.00E-06	9548.29521672438	0.15277272346759
0.09	1.00E-06	9923.09947085216	0.158769591533635
0.1	1.00E-06	10279.1880061274	0.164467008098039
0.2	1.00E-06	13150.1272013876	0.210402035222202
0.3	1.00E-06	15314.4441378363	0.24503110620538
0.4	1.00E-06	17118.020818528	0.273888333096447
0.5	1.00E-06	18705.3428422078	0.299285485475325
0.6	1.00E-06	20152.8640211251	0.322445824338002
0.7	1.00E-06	21507.4991623338	0.344119986597341
0.8	1.00E-06	22801.4349834441	0.364822959735106
0.9	1.00E-06	24059.0182511836	0.384944292018937
1	1.00E-06	25300.4999999952	0.404807999999922
1.00E-06	2.00E-06	16028.0926994622	0.256449483191395
2.00E-06	2.00E-06	16013.1480336703	0.256210368538725
3.00E-06	2.00E-06	15998.2494821521	0.255971991714433
4.00E-06	2.00E-06	15983.3968183104	0.255734349092967
5.00E-06	2.00E-06	15968.589816829	0.255497437069265
6.00E-06	2.00E-06	15953.8282540194	0.25526125206431
7.00E-06	2.00E-06	15939.1119076483	0.255025790522372
8.00E-06	2.00E-06	15924.4405570094	0.25479104891215
9.00E-06	2.00E-06	15909.8139827842	0.254557023724548
1.00E-05	2.00E-06	15895.2319673123	0.254323711476997
2.00E-05	2.00E-06	15751.8156519273	0.252029050430837
3.00E-05	2.00E-06	15612.6260640286	0.249802017024458
4.00E-05	2.00E-06	15477.4677687937	0.2476394843007
5.00E-05	2.00E-06	15346.1575442377	0.245538520707803
6.00E-05	2.00E-06	15218.5234289261	0.243496374862817
7.00E-05	2.00E-06	15094.4038588147	0.241510461741034
8.00E-05	2.00E-06	14973.6468824543	0.239578350119269
9.00E-05	2.00E-06	14856.1094466687	0.237697751146699
0.0001	2.00E-06	14741.6567452495	0.235866507923992
0.0002	2.00E-06	13741.9770529948	0.219871632847917
0.0003	2.00E-06	12946.0196465775	0.20713631434524
0.0004	2.00E-06	12294.8853530192	0.196718165648308
0.0005	2.00E-06	11750.869946821	0.188013919149136
0.0006	2.00E-06	11288.6143127335	0.180617829003736
0.0007	2.00E-06	10890.3731423823	0.174245970278117
0.0008	2.00E-06	10543.3194172404	0.168693110675846
0.0009	2.00E-06	10237.9269981399	0.163806831970238
0.001	2.00E-06	9966.95737442278	0.159471317990765
0.002	2.00E-06	8327.85140885163	0.133245622541626
0.003	2.00E-06	7563.71552479851	0.121019448396776
0.004	2.00E-06	7137.42529758721	0.114198804761395
0.005	2.00E-06	6879.30048262135	0.110068807721942
0.006	2.00E-06	6717.37980148969	0.107478076823835
0.007	2.00E-06	6615.58974093608	0.105849435854977
0.008	2.00E-06	6553.75628985592	0.104860100637695
0.009	2.00E-06	6519.68700040342	0.104314992006455
0.01	2.00E-06	6505.57311477836	0.104089169836454
0.02	2.00E-06	6803.42116200589	0.108854738592094
0.03	2.00E-06	7299.02438426503	0.11678439014824
0.04	2.00E-06	7799.62488068277	0.124793998090924
0.05	2.00E-06	8275.88147960435	0.13241410367367
0.06	2.00E-06	8723.80162894577	0.139580826063132
0.07	2.00E-06	9144.93622336471	0.146318979573835
0.08	2.00E-06	9542.00101004237	0.152672016160678
0.09	2.00E-06	9917.72774613603	0.158683643938176
0.1	2.00E-06	10274.5653385907	0.164393045417451
0.2	2.00E-06	13149.0082099475	0.210384131359159
0.3	2.00E-06	15314.4788372101	0.245031661395362
0.4	2.00E-06	17118.5420381495	0.273896672610392
0.5	2.00E-06	18706.0555300778	0.299296888481244
0.6	2.00E-06	20153.6046455306	0.322457674328489
0.7	2.00E-06	21508.1616118105	0.344130585788968
0.8	2.00E-06	22801.9407070907	0.364831051313451
0.9	2.00E-06	24059.3016810563	0.384948826896901
1	2.00E-06	25300.4999999952	0.404807999999922
1.00E-06	3.00E-06	13149.1861659367	0.210386978654987
2.00E-06	3.00E-06	13141.3047601692	0.210260876162707
3.00E-06	3.00E-06	13133.4401586977	0.210135042539163
4.00E-06	3.00E-06	13125.5923048846	0.210009476878154
5.00E-06	3.00E-06	13117.7611421807	0.209884178274892
6.00E-06	3.00E-06	13109.9466144953	0.209759145831925
7.00E-06	3.00E-06	13102.1486658486	0.209634378653578
8.00E-06	3.00E-06	13094.3672405965	0.209509875849544
9.00E-06	3.00E-06	13086.6022832358	0.209385636531773
1.00E-05	3.00E-06	13078.8537387239	0.209261659819583
2.00E-05	3.00E-06	13002.2590428287	0.20803614468526
3.00E-05	3.00E-06	12927.2467986085	0.206835948777735
4.00E-05	3.00E-06	12853.7658484746	0.205660253575594
5.00E-05	3.00E-06	12781.7672900691	0.204508276641106
6.00E-05	3.00E-06	12711.2043508115	0.203379269612984
7.00E-05	3.00E-06	12642.0322716758	0.202272516346812
8.00E-05	3.00E-06	12574.2081975107	0.201187331160171
9.00E-05	3.00E-06	12507.6910755009	0.200123057208014
0.0001	3.00E-06	12442.4415594883	0.199079064951814
0.0002	3.00E-06	11852.0654490999	0.189633047185599
0.0003	3.00E-06	11355.004245167	0.181680067922672
0.0004	3.00E-06	10930.0348940657	0.174880558305052
0.0005	3.00E-06	10562.0721381351	0.168993154210162
0.0006	3.00E-06	10240.0698624844	0.163841117799751
0.0007	3.00E-06	9955.73506848841	0.159291761095815
0.0008	3.00E-06	9702.70788578619	0.155243326172579
0.0009	3.00E-06	9476.02078138617	0.151616332502179
