0.1	500	27347.672193	6523.284218	335.361181
0.2	500	23070.045508	6643.199360	330.638119
0.3	500	17730.377274	6651.710394	325.825307
0.4	500	9383.377590	5083.246383	323.940064
0.5	500	3630.863794	1180.824686	382.923161
0.6	500	3536.196179	626.975232	404.117494
0.7	500	3715.725561	414.670683	414.312333
0.8	500	3886.477641	321.844413	420.686113
0.9	500	4047.481204	274.468564	425.347021
1.0	500	4177.560101	215.046189	428.715679
1.1	500	4312.662065	188.077719	431.625965
1.2	500	4438.439532	183.055159	433.909116
1.3	500	4542.167781	154.073287	435.739774
1.4	500	4643.861578	150.562453	437.470996
1.5	500	4737.662506	142.203660	439.018630
