0.1	500	24748.785121	6562.850788	332.490336
0.2	500	19410.191261	6514.135302	325.842304
0.3	500	13159.320686	5940.349718	323.407560
0.4	500	4428.117669	2216.235538	371.887596
0.5	500	3736.538283	672.762550	407.839756
0.6	500	4019.937698	487.099804	420.605830
0.7	500	4255.793239	330.132757	427.811117
0.8	500	4513.759222	293.653221	433.309398
0.9	500	4699.376391	232.734248	436.720242
1.0	500	4920.469650	202.382642	440.164482
1.1	500	5087.640800	176.691136	442.470209
1.2	500	5270.211308	167.270513	444.707242
1.3	500	5441.852075	156.727912	446.726087
1.4	500	5617.079933	160.818832	448.435469
1.5	500	5776.314005	158.303818	449.897488
