10	175	65	-0.687581	7.429	256.153	0
10	193	65	-0.590184	6.842	252.633	0
11	136	65	-0.387341	8.461	231.788	0
11	140	65	-0.69039	7.644	240.526	0
11	372	65	-0.97002	8.221	228.117	0
11	408	65	-0.793899	9.05	228.724	0
11	413	65	-0.877733	9.512	213.437	0
11	416	65	-0.987308	8.09	230.686	0
11	75	65	-0.981223	10.591	227.267	0
12	104	65	-0.967445	9.969	236.528	0
12	173	65	-0.506211	9.209	234.547	0
12	262	65	-0.486035	7.377	255.261	0
12	469	65	-0.822551	8.402	234.816	0
12	4	65	-0.960988	10.979	207.325	0
12	58	65	-0.604767	8.99	236.188	0
13	176	65	-1.027329	9.788	233.092	0
13	213	65	-0.575811	10.557	219.896	0
14	75	65	-0.71133	7.086	239.444	0
15	200	65	-0.562861	8.951	229.888	0
15	46	65	-0.359365	10.633	230.233	0
15	51	65	-0.853043	9.062	250.994	0
15	55	65	-0.719888	7.15	233.777	0
15	58	65	-0.705311	7.906	234.846	0
15	99	65	-0.521703	8.288	230.281	0
16	112	65	-1.419118	8.03	237.008	0
16	200	65	-1.101095	4.848	299.775	0
17	12	65	-0.993025	10.517	205.695	0
17	228	65	-0.898088	10.218	216.866	0
17	250	65	-0.439874	8.529	229.243	0
18	11	65	-1.375904	11.423	226.959	0
18	175	65	-0.585177	11.63	211.224	0
19	116	65	-0.801933	10.161	230.52	0
19	130	65	-0.697781	10.307	237.804	0
19	134	65	-0.855404	10.987	212.848	0
19	14	65	-0.854529	10.272	201.85	0
19	231	65	-0.438889	9.817	249.004	0
19	62	65	-0.619695	9.067	240.995	0
19	71	65	-0.554815	11.266	217.951	0
1	141	65	-0.371155	8.173	251.804	0
1	212	65	-0.758801	6.199	261.687	0
1	324	65	-0.87636	7.376	251.818	0
1	340	65	-0.724156	5.436	271.595	0
1	44	65	-0.795946	6.309	255.125	0
1	491	65	-0.566414	7.326	249.017	0
1	523	65	-0.669129	7.975	288.598	0
1	555	65	-0.248236	6.91	233.839	0
1	564	65	-0.686638	7.008	249.486	0
1	603	65	-0.409748	6.619	273.138	0
1	73	65	-0.715267	5.561	265.514	0
1	810	65	-0.844484	7.046	246.459	0
1	9	65	-0.765682	5.396	286.767	0
20	103	65	-0.597364	8.686	229.162	0
20	169	65	-0.539654	6.312	247.525	0
20	1	65	-0.858589	8.617	232.603	0
20	39	65	-0.729297	8.552	244.119	0
21	88	65	-0.025337	10.041	217.506	0
21	90	65	-0.984452	8.458	230.364	0
22	98	65	-0.881022	8.578	222.309	0
2	214	65	-0.495227	6.106	277.355	0
2	226	65	-0.44683	5.428	282.184	0
2	304	65	-0.588911	7.834	238.537	0
2	324	65	-0.543185	5.584	265.676	0
2	657	65	-0.628571	5.513	256.572	0
2	671	65	-0.501528	5.832	240.613	0
3	328	65	-0.689923	6.886	256.892	0
3	556	65	-0.428425	6.045	263.322	0
4	432	65	-0.472675	9.436	234.742	0
4	75	65	-0.545225	7.374	236.484	0
5	25	65	-0.560705	5.971	260.664	0
5	394	65	-0.896473	5.415	283.175	0
5	413	65	-0.649245	7.627	254.867	0
6	152	65	-0.274639	7.412	255.257	0
6	167	65	-0.582831	9.443	227.828	0
6	277	65	-0.736111	7.032	249.158	0
6	372	65	-0.460808	6.946	262.573	0
6	516	65	-0.911843	6.966	229.401	0
6	524	65	-0.249725	6.673	245.722	0
6	87	65	-0.896933	6.95	231.763	0
8	120	65	-0.815094	9.747	213.024	0
8	132	65	-0.892901	8.848	241.547	0
9	217	65	-0.688447	5.383	280.1	0
9	21	65	-0.708594	7.601	243.855	0
9	231	65	-0.786242	6.401	259.02	0
9	258	65	-0.683983	6.16	255.894	0
9	28	65	-0.935315	6.81	249.549	0
9	295	65	-0.5426	7.045	255.994	0
9	342	65	-0.770037	8.996	229.095	0
9	91	65	-0.700348	7.399	226.797	0
10	152	70	-0.572291	7.318	272.203	0
10	318	70	-0.667233	7.794	269.829	0
11	237	70	-0.679004	13.011	216.329	0
11	261	70	-0.611188	12.156	249.046	0
11	35	70	-0.730645	10.252	233.83	0
11	442	70	-0.840937	9.402	258.14	0
11	460	70	-0.577934	9.615	267.719	0
12	112	70	-0.881493	9.957	260.521	0
12	177	70	-0.635523	11.326	221.267	0
12	402	70	-0.638625	11.361	241.218	0
12	415	70	-0.659252	11.105	269.637	0
12	485	70	-0.847588	10.079	259.604	0
12	79	70	-1.009819	9.234	278.875	0
13	105	70	-0.810019	11.441	237.2	0
13	106	70	-0.898395	11.388	245.016	0
13	165	70	-0.874721	11.016	226.797	0
14	281	70	-0.537053	8.541	254.659	0
16	99	70	-0.402172	6.436	289.376	0
17	226	70	-0.514566	11.471	267.6	0
17	296	70	-0.709044	8.913	288.984	0
17	396	70	-0.823431	10.243	230.293	0
19	105	70	-0.716403	12.562	222.653	0
19	42	70	-0.66357	9.993	241.199	0
19	75	70	-0.735565	11.705	225.88	0
1	183	70	-0.578456	6.543	284.587	0
1	401	70	-0.520065	7.108	260.399	0
1	41	70	-1.081181	6.99	281.971	0
1	438	70	-0.742729	8.182	279.532	0
1	471	70	-0.667825	6.786	310.892	0
1	503	70	-0.540569	6.86	282.798	0
1	550	70	-0.633706	6.645	315.189	0
1	577	70	-0.026066	5.675	305.243	0
1	695	70	-0.589825	7.018	277.556	0
1	721	70	-0.578944	7.433	273.265	0
20	230	70	-0.585433	7.724	272.346	0
20	9	70	-0.787145	7.956	251.535	0
21	38	70	-0.634635	11.954	220.41	0
22	155	70	-0.53828	6.834	291.406	0
2	147	70	-1.013207	7.531	272.351	0
2	166	70	-0.751774	5.376	308.688	0
2	17	70	-0.770178	6.953	279.11	0
2	290	70	-0.890518	7.086	282.477	0
2	373	70	-0.848274	5.807	317.267	0
2	411	70	-0.862342	6.515	270.528	0
2	468	70	-0.665147	5.686	285.598	0
2	675	70	-0.779047	6.16	290.937	0
3	187	70	-0.570897	7.773	248.084	0
3	395	70	-0.637728	8.645	274.998	0
3	474	70	-0.630954	7.704	301.675	0
3	513	70	-0.842197	5.879	309.087	0
4	102	70	-0.729724	7.875	268.213	0
4	151	70	-0.794521	8.46	259.07	0
4	246	70	-0.532442	8.118	261.563	0
4	323	70	-0.736391	8.707	263.587	0
4	437	70	-0.886751	8.793	245.046	0
5	11	70	-0.810756	6.479	292.999	0
5	29	70	-0.696149	9.441	239.94	0
5	379	70	-0.857238	6.534	274.735	0
5	39	70	-0.609383	6.855	325.756	0
5	49	70	-0.664129	7.781	255.476	0
6	346	70	-0.623723	8.573	259.485	0
7	214	70	-0.8171	6.704	278.888	0
7	296	70	-0.843938	6.115	296.412	0
7	303	70	-0.761393	7.449	286.413	0
7	33	70	-0.89901	6.457	280.979	0
8	183	70	-0.636909	10.048	248.784	0
8	292	70	-0.530766	8.851	264.425	0
9	296	70	-0.670598	7.971	280.156	0
10	204	75	-0.676254	7.872	276.833	0
10	206	75	-0.69396	9.048	289.81	0
10	237	75	-0.806325	7.626	328.945	0
10	306	75	-0.752561	7.553	322.855	0
10	323	75	-0.741081	8.377	293.051	0
10	353	75	-0.618145	10.072	255.642	0
10	356	75	-0.730615	10.13	280.648	0
10	419	75	-0.691777	8.369	296.998	0
10	45	75	-0.841593	8.871	305.194	0
10	79	75	-0.754384	8.675	304.624	0
11	166	75	-0.738391	10.52	264.998	0
11	171	75	-0.727898	12.793	270.927	0
11	228	75	-0.797401	10.835	260.202	0
11	247	75	-0.742316	15.658	239.522	0
11	262	75	-0.677411	11.228	247.702	0
11	307	75	-0.668915	9.567	317.547	0
11	308	75	-0.597117	8.396	291.624	0
11	37	75	-0.571518	10.319	278.08	0
11	393	75	-0.694177	10.49	272.656	0
11	450	75	-0.765629	10.084	275.555	0
11	479	75	-0.767769	11.642	248.849	0
11	492	75	-0.888679	9.718	270.19	0
11	5	75	-0.666431	14.813	239.89	0
12	169	75	-0.63986	10.879	266.05	0
12	208	75	-0.519845	11.507	268.942	0
12	227	75	-0.674843	12.272	259.227	0
12	313	75	-0.648088	7.27	330.003	0
12	325	75	-0.825252	11.67	271.553	0
12	326	75	-0.773156	7.892	293.359	0
12	370	75	-0.690285	7.956	296.814	0
12	441	75	-0.68411	12.97	260.148	0
12	56	75	-0.664489	9.585	287.347	0
12	64	75	-0.854475	12.342	237.194	0
12	70	75	-0.703489	8.844	283.878	0
12	96	75	-0.702731	9.795	268.719	0
13	116	75	-0.797133	11.506	268.634	0
13	73	75	-0.694027	11.537	272.942	0
13	95	75	-0.631816	11.286	267.567	0
13	96	75	-0.76561	12.709	240.055	0
14	125	75	-0.616131	9.247	275.91	0
14	141	75	-0.663565	8.101	289.151	0
14	168	75	-0.660016	9.963	267.567	0
14	179	75	-0.914442	10.318	258.182	0
14	203	75	-0.719308	10.497	251.942	0
14	228	75	-0.897928	7.829	296.67	0
14	291	75	-0.735362	8.969	258.928	0
14	96	75	-0.660565	7.518	331.82	0
15	148	75	-0.732698	11.149	283.926	0
15	239	75	-0.595733	10.143	293.843	0
15	254	75	-0.728221	9.347	258.333	0
15	98	75	-0.795793	8.091	296.332	0
16	119	75	-0.732489	5.908	333.068	0
16	148	75	-3.182183	4.135	371.115	0
16	198	75	-1.050076	6.817	344.612	0
