0	0.049465
1	0.066437
2	0.006873
3	0.007240
4	0.006559
5	0.006032
6	0.005223
7	0.004770
8	0.004316
9	0.004245
10	0.003855
11	0.003500
12	0.003276
13	0.003665
14	0.002913
15	0.002853
16	0.002871
17	0.002620
18	0.002824
19	0.002444
20	0.002207
21	0.002068
22	0.002353
23	0.002266
24	0.002046
25	0.002056
26	0.002046
27	0.002450
28	0.002077
29	0.001725
30	0.001863
31	0.001679
32	0.001734
33	0.001521
34	0.001494
35	0.001458
36	0.001659
37	0.001287
38	0.001469
39	0.001350
40	0.001458
41	0.001399
42	0.001485
43	0.001421
44	0.001270
45	0.001292
46	0.001118
47	0.001548
48	0.001311
49	0.001374
50	0.001323
51	0.001410
52	0.001310
53	0.001435
54	0.001239
55	0.001253
56	0.001479
57	0.001257
58	0.001229
59	0.001161
60	0.001095
61	0.000970
62	0.001177
63	0.000902
64	0.001191
65	0.001116
66	0.001192
67	0.000999
68	0.001028
69	0.001385
70	0.000903
71	0.001171
72	0.000932
73	0.001249
74	0.001497
75	0.001142
76	0.001086
77	0.001104
78	0.001034
79	0.000981
80	0.001000
81	0.001120
82	0.001156
83	0.001389
84	0.001232
85	0.000885
86	0.001092
87	0.000824
88	0.000944
89	0.001249
90	0.000743
91	0.001152
92	0.001058
93	0.001035
94	0.000924
95	0.001399
96	0.001146
97	0.000855
98	0.000937
99	0.001066
100	0.001049
101	0.001019
102	0.000903
103	0.001095
104	0.000782
105	0.000906
106	0.000883
107	0.000689
108	0.001170
109	0.000972
110	0.000768
111	0.001042
112	0.001124
113	0.001100
114	0.000816
115	0.000857
116	0.001409
117	0.001711
118	0.001220
119	0.000936
120	0.000974
121	0.001098
122	0.000992
123	0.001247
124	0.001317
125	0.001509
126	0.000950
127	0.001392
128	0.000816
129	0.001093
130	0.001298
131	0.000741
132	0.000952
133	0.000894
134	0.001231
135	0.001249
136	0.000995
137	0.001062
138	0.001011
139	0.000878
140	0.000888
141	0.000998
142	0.001180
143	0.000800
144	0.001019
145	0.001110
146	0.001204
147	0.001004
148	0.000856
149	0.000992
150	0.000672
151	0.000828
152	0.001030
153	0.001069
154	0.001238
155	0.000954
156	0.000846
157	0.001188
158	0.000867
159	0.000844
160	0.001230
161	0.000888
162	0.000942
163	0.000886
164	0.000993
165	0.000879
166	0.000829
167	0.001545
168	0.000725
169	0.000703
170	0.000848
171	0.000597
172	0.000799
173	0.000920
174	0.000963
175	0.001462
176	0.000756
177	0.001086
178	0.001371
179	0.000569
180	0.000489
181	0.000657
182	0.001071
183	0.000827
184	0.000457
185	0.001040
186	0.000334
187	0.000698
188	0.000950
189	0.000911
190	0.000660
191	0.000662
192	0.000555
193	0.000591
194	0.000633
195	0.001118
196	0.001060
197	0.000956
198	0.005552
199	0.004113
200	0.000775
201	0.000332
202	0.000720
203	0.000449
