0.02298	-0.703214	90
0.015449	-0.620212	205
0.019926	-0.701402	195
0.022547	-0.671071	130
0.012017	-0.646689	195
0.010476	-0.572968	120
0.013708	-0.644078	200
0.018943	-0.782706	130
0.017934	-0.765682	65
0.009642	-0.624794	630
0.011932	-0.700183	145
0.022878	-0.786569	120
0.012182	-0.693445	1515
0.014232	-0.733787	405
0.01723	-0.726681	460
0.016581	-0.735385	150
0.012212	-0.588854	210
0.013494	-0.57277	100
0.020606	-0.751409	75
0.017825	-0.702572	195
0.012082	-0.67756	200
0.01748	-0.73501	415
0.021539	-0.792774	295
0.010802	-0.553078	110
0.028538	-0.813313	185
0.018232	-0.664639	380
0.023635	-0.756687	145
0.019081	-0.714107	470
0.019506	-0.698131	130
0.019629	-0.718593	705
0.022861	-0.748318	355
0.011071	-0.554338	115
0.02196	-0.755739	100
0.022086	-0.756897	125
0.020375	-0.700557	220
0.053797	-1.081181	95
0.019868	-0.728658	885
0.019158	-0.71561	285
0.024555	-0.795946	105
0.012506	-0.616954	110
0.0176	-0.6998	70
0.013995	-0.657291	90
0.015556	-0.694727	195
0.021258	-0.747063	65
0.016217	-0.707509	465
0.010698	-0.599845	160
0.015104	-0.655842	255
0.014746	-0.598638	765
0.023511	-0.704482	255
0.025983	-0.784388	630
0.011306	-0.601842	345
0.016458	-0.769339	95
0.018667	-0.771632	95
0.022868	-0.741791	95
0.01596	-0.735824	120
0.015525	-0.683796	415
0.01683	-0.680715	185
0.016724	-0.703572	535
0.013923	-0.636928	155
0.018698	-0.683874	145
0.022231	-0.743499	405
0.017821	-0.665223	160
0.017934	-0.651506	120
0.011234	-0.53258	75
0.013704	-0.528711	235
0.028473	-0.8037	520
0.022942	-0.783543	130
0.018327	-0.715267	220
0.012968	-0.656548	120
0.019203	-0.757134	115
0.015602	-0.722753	140
0.012868	-0.70749	130
0.014484	-0.728078	65
0.019713	-0.71831	110
0.016001	-0.684601	225
0.018655	-0.64364	80
0.014102	-0.648287	125
0.019264	-0.762856	940
0.013558	-0.674255	250
0.012656	-0.627753	370
0.01576	-0.679632	195
0.013846	-0.690858	160
0.011983	-0.643102	320
0.019368	-0.781903	100
0.019884	-0.714996	100
0.013832	-0.661303	205
0.015629	-0.665925	645
0.018082	-0.684713	285
0.014115	-0.646278	80
0.026312	-0.772438	415
0.013662	-0.684147	290
0.01314	-0.669633	145
0.01255	-0.651545	525
0.018879	-0.772942	390
0.011857	-0.62782	145
0.015639	-0.655386	340
0.017172	-0.629687	100
0.014791	-0.658107	195
0.018049	-0.64412	95
0.016961	-0.558877	865
0.025055	-0.742566	560
0.020628	-0.686592	295
0.013702	-0.637792	235
0.014614	-0.637147	265
0.017688	-0.710337	315
0.018242	-0.657963	95
0.017828	-0.693924	85
0.021645	-0.788787	110
0.013921	-0.626673	185
0.015023	-0.645434	95
0.023516	-0.78336	80
0.012463	-0.600537	90
0.019692	-0.71099	585
0.018153	-0.68906	195
0.018158	-0.693951	225
0.017841	-0.666534	200
0.017905	-0.659773	585
0.02167	-0.708417	85
0.018078	-0.651097	375
0.01929	-0.660176	315
0.021725	-0.648442	100
0.022588	-0.744055	145
0.014684	-0.618978	270
0.016101	-0.638626	200
0.021928	-0.701347	410
0.023589	-0.706229	135
0.010318	-0.371155	80
0.020205	-0.688602	180
0.025181	-0.754937	75
0.017769	-0.620684	425
0.02062	-0.722557	100
