0.15	400	14878.644861	4241.754007	265.594041	0.15	15.760929	0.15	512.171000
0.1	400	15572.356929	4127.554920	267.046433	0.1	16.178290	0.1	503.823500
0.25	400	12465.272295	4310.548466	260.640055	0.25	14.646312	0.25	560.837500
0.2	400	13939.194732	4314.400182	264.520508	0.2	15.359765	0.2	530.830000
0.35	400	8997.136833	4188.062158	259.890683	0.35	12.332063	0.35	668.389500
0.3	400	11216.487641	4318.476905	262.525380	0.3	13.853448	0.3	603.269000
0.45	400	3876.372403	2154.384912	285.048053	0.45	7.238471	0.45	1000.726000
0.4	400	6319.441171	3483.543380	265.546827	0.4	10.262407	0.4	786.900500
0.55	400	2802.613708	770.242712	311.640164	0.55	5.060449	0.55	1412.136000
0.5	400	3017.523410	1205.027575	302.505230	0.5	5.648227	0.5	1229.478000
0.65	400	2742.734273	464.715267	321.064038	0.65	4.551739	0.65	1685.440000
0.6	400	2739.532993	633.698049	316.955004	0.6	4.750852	0.6	1561.492500
0.75	400	2806.292733	375.023416	326.816170	0.75	4.306954	0.75	1873.757500
0.7	400	2783.926010	430.870783	324.444175	0.7	4.414963	0.7	1784.666000
0.85	400	2882.343977	313.374525	330.929370	0.85	4.154881	0.85	2016.772000
0.8	400	2859.681719	359.719353	329.241599	0.8	4.219632	0.8	1951.596500
0.95	400	2952.572706	249.027089	333.888024	0.95	4.046459	0.95	2127.027000
0.9	400	2910.128573	262.608669	332.424983	0.9	4.094057	0.9	2075.894500
1.05	400	2998.765247	205.115332	335.932309	1.05	3.969868	1.05	2212.121500
1.0	400	2970.118638	236.918747	334.807738	1.0	4.007093	1.0	2169.930500
1.15	400	3052.154855	196.391029	337.570748	1.15	3.911649	1.15	2279.826000
1.1	400	3026.472362	196.924563	336.799942	1.1	3.939356	1.1	2247.587000
1.25	400	3085.727839	165.308571	338.821786	1.25	3.863284	1.25	2335.793000
1.2	400	3063.638422	168.270265	338.027823	1.2	3.887524	1.2	2309.446500
1.35	400	3124.528107	154.721525	339.956319	1.35	3.823489	1.35	2383.030500
1.3	400	3105.866872	157.930399	339.389325	1.3	3.842156	1.3	2360.858500
1.45	400	3153.069414	148.656254	340.768347	1.45	3.790759	1.45	2421.774000
1.4	400	3134.683999	145.171556	340.282908	1.4	3.805901	1.4	2403.295000
1.5	400	3165.558597	135.766245	341.244200	1.5	3.776656	1.5	2438.146500
