0.15	300	8609.451038	2587.938038	198.600315	0.15	13.437973	0.15	382.833500
0.1	300	9095.925890	2542.910087	200.091627	0.1	13.665250	0.1	377.059500
0.25	300	7505.574364	2597.275468	197.141876	0.25	12.410919	0.25	416.137500
0.2	300	8158.233100	2663.201906	198.253311	0.2	12.975170	0.2	396.970000
0.35	300	5740.299853	2532.819802	195.879885	0.35	10.847651	0.35	491.877000
0.3	300	6713.076541	2654.873161	196.648928	0.3	11.642497	0.3	448.085000
0.45	300	2962.580097	1584.292269	211.017974	0.45	6.969725	0.45	704.108500
0.4	300	4302.637495	2221.798740	200.029080	0.4	9.021204	0.4	572.319500
0.55	300	2088.466621	641.071148	231.782439	0.55	4.733579	0.55	1002.959000
0.5	300	2313.563654	972.830966	224.982807	0.5	5.374455	0.5	865.409500
0.65	300	2035.445971	403.830442	239.673354	0.65	4.208801	0.65	1204.008000
0.6	300	2030.525661	458.884103	236.216263	0.6	4.406566	0.6	1112.210500
0.75	300	2057.388158	276.095428	244.077183	0.75	3.958574	0.75	1345.696500
0.7	300	2038.096824	319.286301	242.024059	0.7	4.070721	0.7	1279.682000
0.85	300	2117.426947	239.558686	247.299168	0.85	3.811287	0.85	1450.962500
0.8	300	2083.696538	262.382863	245.621862	0.8	3.878846	0.8	1400.836500
0.95	300	2153.741893	205.153789	249.146614	0.95	3.708177	0.95	1531.781000
0.9	300	2137.147963	231.960366	248.435779	0.9	3.754782	0.9	1495.742500
1.05	300	2186.595685	173.252346	250.655580	1.05	3.632145	1.05	1596.160500
1.0	300	2175.437145	187.823073	250.125374	1.0	3.665188	1.0	1565.629500
1.15	300	2226.302612	145.920216	252.180051	1.15	3.573897	1.15	1647.101500
1.1	300	2206.839900	150.294512	251.533698	1.1	3.601539	1.1	1622.000000
1.25	300	2255.421744	133.271512	253.175180	1.25	3.527772	1.25	1689.099500
1.2	300	2238.382617	127.850658	252.741030	1.2	3.548741	1.2	1669.196500
1.35	300	2281.078066	121.788498	253.996531	1.35	3.488572	1.35	1724.040000
1.3	300	2270.649674	126.159111	253.667249	1.3	3.507596	1.3	1708.069000
1.45	300	2297.594802	100.991411	254.588355	1.45	3.457938	1.45	1753.769500
1.4	300	2291.593738	113.051164	254.407850	1.4	3.472980	1.4	1739.909000
1.5	300	2308.309320	96.536053	254.904426	1.5	3.443671	1.5	1766.113500
