0	500	62477.618684	535.762043	347.032273	0	144.048608	0	0.000000
100	500	12158.135885	6642.118182	337.134792	100	7.581064	100	1522.833000
105	500	11077.119694	5884.392483	343.191110	105	6.995071	105	1886.449000
10	500	62425.127369	1395.368750	346.998905	10	86.837745	10	0.023000
110	500	7684.545707	2382.701578	364.637339	110	6.369580	110	2824.154000
115	500	7614.738334	2039.039377	378.360264	115	5.845030	115	3450.445000
120	500	7942.653082	1923.084784	391.603838	120	5.324025	120	4198.788000
125	500	8349.700804	1897.706958	405.708783	125	4.821824	125	5079.335000
130	500	9028.263252	1878.999230	420.932092	130	4.348526	130	6249.521000
135	500	10232.940660	2213.796765	437.323769	135	3.862440	135	7829.901000
140	500	11999.803880	2789.287317	453.007167	140	3.393446	140	9938.211000
145	500	14602.298271	3590.959948	466.842393	145	2.948956	145	12866.408000
150	500	18356.093767	4637.737309	476.917800	150	2.519913	150	16845.549000
155	500	24456.370454	6375.382211	484.708825	155	2.093208	155	23130.759000
15	500	61758.968830	4125.112671	346.102098	15	63.947442	15	0.219000
160	500	33485.118949	9019.364987	489.887252	160	1.688475	160	32320.414000
20	500	60272.500533	7213.505047	343.788534	20	50.097187	20	0.774000
25	500	58157.133365	8847.151548	342.010134	25	40.552920	25	2.281000
30	500	54838.685371	10876.298786	339.779272	30	33.771505	30	5.196000
35	500	50914.551220	12331.380133	335.755190	35	28.827337	35	10.801000
40	500	46045.234186	13772.969221	329.092699	40	24.834829	40	20.236000
45	500	41841.824875	14446.313293	325.137654	45	21.815146	45	34.749000
50	500	38795.168851	13794.926046	326.467406	50	19.380393	50	56.354000
55	500	35124.163436	13348.534895	324.757714	55	17.320309	55	89.033000
5	500	62490.728289	519.182504	347.049872	5	121.627843	5	0.000000
60	500	32494.311230	13199.363744	323.369269	60	15.711393	60	133.383000
65	500	29643.789445	12890.553314	322.907707	65	14.286582	65	195.637000
70	500	26562.316302	12867.370473	319.146046	70	13.005029	70	279.099000
75	500	23915.068471	12534.551105	319.716135	75	11.840903	75	394.234000
80	500	21803.518429	11864.994786	320.200455	80	10.788573	80	516.202000
85	500	18194.813070	10360.510046	319.814676	85	9.815785	85	715.540000
90	500	15375.868836	8620.632867	326.021266	90	8.996147	90	977.563000
95	500	13591.504544	7628.048929	330.335431	95	8.267879	95	1232.945000
