0	200	9998.167979	79.782142	139.106929	0	57.445627	0	0.000000
100	200	2956.769807	1542.291301	139.367393	100	4.784758	100	540.299000
105	200	2756.206245	1339.029983	142.180850	105	4.401054	105	666.810000
10	200	9996.622964	82.096881	139.120228	10	44.827051	10	0.006000
110	200	2222.085397	532.330742	152.313837	110	4.028806	110	1011.166000
115	200	2311.054415	522.307609	157.471799	115	3.670833	115	1226.199000
120	200	2457.804870	561.904290	162.279132	120	3.328791	120	1477.104000
125	200	2646.172325	618.193952	167.426731	125	3.007361	125	1766.259000
130	200	2925.741339	669.268239	172.704423	130	2.702568	130	2138.364000
135	200	3327.561869	794.391393	178.148473	135	2.409831	135	2630.342000
140	200	3902.099648	984.534587	183.031374	140	2.120864	140	3281.403000
145	200	4687.052096	1199.460132	187.358910	145	1.856883	145	4142.323000
150	200	5761.583326	1485.464221	190.476616	150	1.604367	150	5262.786000
155	200	7338.673095	1831.477956	193.092438	155	1.345622	155	6892.846000
15	200	9980.771157	241.428109	139.116589	15	36.076575	15	0.036000
160	200	9451.930084	2186.033791	194.980997	160	1.107906	160	9047.034000
20	200	9892.622939	742.558044	138.692631	20	29.319521	20	0.189000
25	200	9742.145012	999.238248	138.460928	25	24.363452	25	0.623000
30	200	9366.533358	1517.191564	136.784688	30	20.500788	30	1.515000
35	200	8931.040011	1790.231213	135.871631	35	17.558209	35	3.396000
40	200	8379.273219	2121.011421	133.855798	40	15.359137	40	6.453000
45	200	7924.802534	2265.505793	133.126073	45	13.475446	45	11.275000
50	200	7396.679336	2379.783494	132.298547	50	12.001255	50	18.319000
55	200	6739.329424	2464.460072	130.499871	55	10.730455	55	29.609000
5	200	9998.167979	79.782142	139.106929	5	53.531295	5	0.000000
60	200	6343.198884	2511.014770	130.045550	60	9.729535	60	44.398000
65	200	5758.216990	2541.986889	128.449248	65	8.859867	65	65.264000
70	200	5327.232735	2514.968812	128.498775	70	8.089480	70	94.040000
75	200	4811.153861	2460.370348	128.663456	75	7.357270	75	135.824000
80	200	4419.075512	2393.654298	128.983748	80	6.707571	80	179.166000
85	200	3925.177645	2199.995048	130.457922	85	6.153637	85	250.638000
90	200	3411.891626	1886.793699	132.893555	90	5.676169	90	344.458000
95	200	3142.725797	1753.494928	135.828929	95	5.214977	95	436.503000
