0	400	39978.619128	332.861714	277.744202	0	115.181014	0	0.000000
100	400	8717.666011	5002.111261	270.910308	100	6.772300	100	1185.968000
105	400	7966.189606	4379.326068	276.255577	105	6.259485	105	1466.674000
10	400	39953.438436	776.051332	277.691335	10	74.659345	10	0.010000
110	400	5727.484884	1689.212670	295.569184	110	5.728794	110	2208.495000
115	400	5697.886914	1454.571765	305.417313	115	5.247728	115	2692.291000
120	400	6002.484635	1398.046237	316.317324	120	4.779635	120	3277.297000
125	400	6327.118772	1349.187841	327.336210	125	4.322728	125	3955.897000
130	400	6917.340871	1442.344105	339.503925	130	3.898217	130	4844.807000
135	400	7840.694577	1723.009734	351.885140	135	3.461612	135	6043.087000
140	400	9189.411413	2157.794606	363.725787	140	3.028494	140	7638.569000
145	400	11203.549063	2819.764538	374.171195	145	2.634468	145	9872.595000
150	400	13976.986354	3632.074851	381.502159	150	2.265192	150	12817.997000
155	400	18381.866251	4807.545129	387.448559	155	1.891428	155	17365.082000
15	400	39709.152219	1846.468598	277.516693	15	56.100187	15	0.135000
160	400	24924.259377	6637.890784	391.514802	160	1.527271	160	24002.932000
20	400	38946.489666	3957.128324	275.893802	20	44.349314	20	0.539000
25	400	37767.153364	5155.496303	274.383119	25	36.081047	25	1.688000
30	400	36046.099640	6348.311989	273.454758	30	30.094202	30	3.813000
35	400	33719.768830	7553.286138	270.285605	35	25.638241	35	8.113000
40	400	30302.522673	9021.983790	262.811518	40	22.230846	40	15.569000
45	400	27990.995119	9043.637817	262.666518	45	19.474428	45	26.774000
50	400	25893.053344	9045.184819	261.708376	50	17.248889	50	43.248000
55	400	23717.628939	9062.996147	261.168308	55	15.356030	55	69.222000
5	400	39978.619128	332.861714	277.744202	5	100.254524	5	0.000000
60	400	21717.110561	9079.028532	258.410080	60	13.866620	60	103.706000
65	400	19873.340410	8754.534269	258.059841	65	12.661451	65	152.193000
70	400	18144.250197	8780.958787	256.425154	70	11.597057	70	216.689000
75	400	16087.755953	8549.729521	255.316454	75	10.584539	75	307.402000
80	400	14440.157119	7962.601130	254.288593	80	9.646394	80	401.085000
85	400	12431.464896	7070.871335	256.311428	85	8.782142	85	556.708000
90	400	10500.567713	5981.824025	260.601392	90	8.055488	90	759.654000
95	400	9299.781559	5355.354717	264.509960	95	7.388173	95	961.225000
